rider_id,age,ratings,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,order_date,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,city_name,order_day,order_month,order_day_of_week,is_weekend,pickup_time_minutes,order_time_hour,order_time_of_day,distance,is_traffic_jam,is_severe_weather,is_order_stacked,pickup_to_distance_ratio,is_peak_rush_hour,is_metro,rider_experience_index,is_festival
vadres18del03,37.0,4.6,,,,,2022-03-30,windy,low,1,buffet,motorcycle,1,no,urban,20,vad,30,3,wednesday,0,5.0,22.0,night,9.19301447226696,0,0,1,0.5158354002571319,1,0,1.2105263157894737,0
bangres16del01,33.0,4.8,13.029198,77.570997,13.099198,77.640997,2022-03-31,cloudy,medium,1,buffet,motorcycle,0,no,metropolitian,31,bang,31,3,thursday,0,5.0,17.0,evening,10.866215152975023,0,0,0,0.43990017193113634,0,1,1.411764705882353,0
chenres15del01,25.0,4.2,13.026286,80.275235,13.136286,80.385235,2022-04-02,stormy,jam,0,meal,motorcycle,1,no,metropolitian,32,chen,2,4,saturday,1,10.0,20.0,night,17.074904296042025,1,1,1,0.568993141103594,1,1,1.6153846153846154,0
surres05del03,22.0,4.9,21.175104,72.804342,21.235104,72.864342,2022-04-03,windy,medium,1,drinks,scooter,0,no,urban,22,sur,3,4,sunday,1,5.0,17.0,evening,9.121375406203295,0,0,0,0.5196762197612926,0,0,2.130434782608696,0
alhres13del02,26.0,4.9,25.451646,81.832796,25.501646,81.882796,2022-02-17,sandstorms,medium,2,meal,scooter,1,no,metropolitian,24,alh,17,2,thursday,0,15.0,17.0,evening,7.490149938263573,0,1,1,1.8773114542153153,0,1,1.8148148148148149,0
kolres03del01,27.0,4.7,22.526461,88.364453,22.596461,88.434453,2022-02-14,sunny,jam,1,drinks,scooter,0,no,metropolitian,16,kol,14,2,monday,0,10.0,21.0,night,10.59489281818296,1,0,0,0.9013156020409152,1,1,1.6785714285714286,0
bhpres15del02,30.0,4.7,23.234249,77.434007,23.284249,77.484007,2022-02-17,fog,jam,2,drinks,motorcycle,0,no,metropolitian,33,bhp,17,2,thursday,0,10.0,,after_midnight,7.549922797289859,1,1,0,1.2422479384978284,0,1,1.5161290322580645,0
kolres16del03,27.0,4.6,22.539129,88.365507,22.569129,88.395507,2022-02-15,cloudy,medium,1,meal,scooter,0,no,metropolitian,18,kol,15,2,tuesday,0,5.0,17.0,evening,4.540779627969584,0,0,0,0.9919100553923621,0,1,1.6428571428571428,0
vadres19del03,34.0,4.7,22.311844,73.165081,22.371844,73.225081,2022-04-03,cloudy,low,2,meal,scooter,0,no,metropolitian,15,vad,3,4,sunday,1,5.0,22.0,night,9.087965501261484,0,0,0,0.5214870661916913,1,1,1.3428571428571427,0
japres05del03,21.0,4.7,26.905287,75.794592,26.965287,75.854592,2022-03-13,fog,low,1,buffet,motorcycle,1,no,urban,15,jap,13,3,sunday,1,5.0,23.0,night,8.938093974530164,0,1,1,0.5297679821257453,0,0,2.1363636363636362,0
hydres04del03,32.0,4.6,17.411028,78.329645,17.471028,78.389645,2022-03-17,cloudy,medium,2,snack,electric_scooter,0,no,metropolitian,15,hyd,17,3,thursday,0,5.0,18.0,evening,9.22086597503784,0,0,0,0.5143574670034,0,1,1.393939393939394,0
puneres17del01,30.0,4.7,18.530963,73.828972,18.640963,73.938972,2022-03-10,sunny,medium,3,meal,electric_scooter,1,no,metropolitian,29,pune,10,3,thursday,0,10.0,,after_midnight,16.852834881460105,0,0,1,0.5762747163971503,0,1,1.5161290322580645,0
ranchires02del01,36.0,4.5,,,,,2022-03-20,stormy,medium,2,meal,scooter,1,no,metropolitian,33,ranchi,20,3,sunday,1,15.0,17.0,evening,9.19301447226696,0,1,1,1.547506200771396,0,1,1.2162162162162162,0
ranchires18del01,27.0,5.0,23.351489,85.324253,23.461489,85.434253,2022-03-16,stormy,low,0,drinks,motorcycle,0,no,metropolitian,16,ranchi,16,3,wednesday,0,10.0,22.0,night,16.601408334261674,0,1,0,0.584747162604473,1,1,1.7857142857142858,0
ranchires18del03,24.0,4.6,23.351489,85.324253,23.441489,85.414253,2022-03-18,fog,medium,2,meal,scooter,1,no,metropolitian,34,ranchi,18,3,friday,0,5.0,19.0,evening,13.583440059634135,0,1,1,0.3550268953343983,1,1,1.84,0
indores16del03,26.0,4.7,22.744648,75.894377,22.804648,75.954377,2022-03-03,windy,medium,0,meal,motorcycle,1,no,metropolitian,21,indo,3,3,thursday,0,10.0,18.0,evening,9.07484893630857,0,0,1,1.0444029004028694,0,1,1.7407407407407407,0
kolres03del03,28.0,4.9,22.526461,88.364453,22.616461,88.454453,2022-02-16,sandstorms,medium,0,drinks,motorcycle,1,no,metropolitian,26,kol,16,2,wednesday,0,15.0,18.0,evening,13.621549892287804,0,1,1,1.0622063523064096,0,1,1.6896551724137931,0
hydres08del02,37.0,4.9,17.438263,78.397865,17.568263,78.527865,2022-04-06,sandstorms,low,1,buffet,motorcycle,1,no,urban,15,hyd,6,4,wednesday,0,10.0,22.0,night,19.97528686238852,0,1,1,0.4883936458233075,1,0,1.2894736842105263,0
indores16del02,28.0,4.9,22.744648,75.894377,22.824648,75.974377,2022-03-16,sunny,jam,0,snack,motorcycle,1,no,metropolitian,25,indo,16,3,wednesday,0,10.0,19.0,evening,12.099390766641624,1,0,1,0.793689169993535,1,1,1.6896551724137931,0
chenres14del03,37.0,4.6,13.026279,80.174568,13.116279,80.264568,2022-04-02,stormy,medium,2,drinks,electric_scooter,1,no,metropolitian,25,chen,2,4,saturday,1,10.0,17.0,evening,13.970652591255588,0,1,1,0.6910538372017071,0,1,1.2105263157894737,0
coimbres13del01,35.0,4.7,11.003669,76.976494,11.073669,77.046494,2022-03-23,sunny,medium,0,meal,motorcycle,1,no,urban,35,coimb,23,3,wednesday,0,10.0,17.0,evening,10.906379593113725,0,0,1,0.8767023680359729,0,0,1.3055555555555556,0
chenres02del02,29.0,4.7,13.086438,80.220672,13.106438,80.240672,2022-03-05,sunny,high,2,buffet,scooter,1,no,metropolitian,16,chen,5,3,saturday,1,15.0,11.0,morning,3.1044353971266565,1,0,1,4.16153942222339,0,1,1.5666666666666667,0
puneres09del02,21.0,5.0,18.536562,73.896485,18.616562,73.976485,2022-03-06,fog,jam,1,snack,scooter,1,no,metropolitian,35,pune,6,3,sunday,1,10.0,20.0,night,12.256927745913815,1,1,1,0.7838877980008243,1,1,2.272727272727273,0
goares17del01,24.0,4.7,15.496162,73.825364,15.536162,73.865364,2022-02-15,stormy,high,2,buffet,electric_scooter,0,no,urban,10,goa,15,2,tuesday,0,5.0,13.0,afternoon,6.176576611953425,1,1,0,0.7488867859388055,1,0,1.88,0
kolres02del03,20.0,5.0,22.514585,88.39331,22.574585,88.45331,2022-02-15,sunny,medium,1,buffet,motorcycle,1,no,urban,15,kol,15,2,tuesday,0,15.0,17.0,evening,9.081848162010717,0,0,1,1.5654599975264378,0,0,2.380952380952381,0
coimbres16del01,23.0,4.7,11.010375,76.95295,11.020375,76.96295,2022-03-07,sandstorms,low,1,buffet,scooter,1,no,urban,12,coimb,7,3,monday,0,15.0,10.0,morning,1.558114851289754,0,1,1,7.2882230020350836,0,0,1.9583333333333333,0
ranchires08del02,35.0,4.7,23.353783,85.326967,23.433783,85.406967,2022-03-29,fog,jam,0,buffet,motorcycle,1,no,metropolitian,43,ranchi,29,3,tuesday,0,5.0,20.0,night,12.07428194576936,1,1,1,0.39763701987629274,1,1,1.3055555555555556,0
hydres08del01,36.0,4.6,17.438263,78.397865,17.448263,78.407865,2022-04-01,cloudy,low,2,buffet,scooter,0,no,urban,16,hyd,1,4,friday,0,10.0,10.0,morning,1.5368020663947328,0,0,0,4.909657234244968,0,0,1.2432432432432432,0
alhres13del01,24.0,4.8,25.451646,81.832796,25.521646,81.902796,2022-02-14,sunny,jam,2,meal,scooter,0,no,metropolitian,10,alh,14,2,monday,0,10.0,20.0,night,10.48581801204009,1,0,0,0.9102644872726213,1,1,1.92,0
puneres010del02,38.0,4.1,18.539299,73.897902,18.589299,73.947902,2022-03-30,windy,low,0,snack,motorcycle,1,no,metropolitian,28,pune,30,3,wednesday,0,10.0,22.0,night,7.660840811905797,0,0,1,1.2253639337519078,1,1,1.0512820512820513,0
mumres12del02,22.0,4.6,19.207222,72.972281,19.287222,73.052281,2022-04-04,fog,low,1,snack,motorcycle,1,no,metropolitian,25,mum,4,4,monday,0,5.0,0.0,after_midnight,12.233735310134827,0,1,1,0.39265776131065655,0,1,2.0,0
japres19del01,30.0,4.5,26.913726,75.75282,26.953726,75.792821,2022-03-28,windy,medium,2,snack,electric_scooter,1,no,urban,28,jap,28,3,monday,0,10.0,16.0,afternoon,5.958831946914462,0,0,1,1.5482675632669523,0,0,1.4516129032258065,0
indores04del01,22.0,4.0,22.753659,75.903365,22.863659,76.013365,2022-03-12,sandstorms,jam,0,buffet,motorcycle,1,no,metropolitian,31,indo,12,3,saturday,1,15.0,19.0,evening,16.63531520325545,1,1,1,0.875385122600501,1,1,1.7391304347826086,0
knpres13del03,26.0,5.0,26.481547,80.299775,26.511547,80.329775,2022-02-15,sunny,low,1,drinks,motorcycle,1,no,metropolitian,23,knp,15,2,tuesday,0,10.0,23.0,night,4.476697312292275,0,0,1,2.0093647197108684,0,1,1.8518518518518519,0
ludhres08del01,36.0,4.8,30.899992,75.831338,30.909992,75.841338,2022-02-15,stormy,low,1,meal,motorcycle,1,no,metropolitian,27,ludh,15,2,tuesday,0,10.0,8.0,morning,1.465158713283059,0,1,1,5.088647513509822,0,1,1.2972972972972974,0
chenres20del01,22.0,4.9,12.975996,80.221898,12.985996,80.231898,2022-03-13,sunny,low,1,drinks,motorcycle,1,no,metropolitian,15,chen,13,3,sunday,1,10.0,10.0,morning,1.5525704156536744,0,0,1,4.871940043438333,0,1,2.130434782608696,0
indores15del03,33.0,4.5,22.760072,75.892574,22.790072,75.922574,2022-03-17,stormy,medium,1,buffet,scooter,1,no,urban,27,indo,17,3,thursday,0,5.0,18.0,evening,4.537418110277337,0,1,1,0.9925719665395658,0,0,1.3235294117647058,0
hydres16del03,34.0,4.7,17.440827,78.393391,17.500827,78.453391,2022-03-05,windy,jam,0,buffet,motorcycle,2,no,metropolitian,45,hyd,5,3,saturday,1,10.0,21.0,night,9.22014751541987,1,0,1,1.0287909709329182,1,1,1.3428571428571427,0
hydres20del01,30.0,4.7,17.483216,78.552111,17.523216,78.592111,2022-03-28,sunny,high,2,drinks,scooter,0,no,metropolitian,21,hyd,28,3,monday,0,5.0,13.0,afternoon,6.146243658393432,1,0,0,0.7523046486093813,1,1,1.5161290322580645,0
chenres16del03,36.0,4.9,13.049645,80.242268,13.139645,80.332268,2022-03-23,windy,jam,0,snack,motorcycle,1,no,metropolitian,38,chen,23,3,wednesday,0,10.0,19.0,evening,13.970007989574006,1,0,1,0.691084621874794,1,1,1.3243243243243243,0
puneres20del03,29.0,4.7,18.592718,73.773572,18.682718,73.863572,2022-03-23,stormy,medium,2,drinks,scooter,1,no,metropolitian,15,pune,23,3,wednesday,0,10.0,18.0,evening,13.786698988713738,0,1,1,0.6999517528786628,0,1,1.5666666666666667,0
vadres15del01,23.0,5.0,,,,,2022-03-23,sandstorms,jam,0,drinks,motorcycle,2,no,metropolitian,39,vad,23,3,wednesday,0,10.0,20.0,night,9.19301447226696,1,1,1,1.0316708005142639,1,1,2.0833333333333335,0
ranchires17del02,38.0,4.8,23.374878,85.335739,23.454878,85.415739,2022-03-14,sunny,low,0,meal,motorcycle,1,no,metropolitian,28,ranchi,14,3,monday,0,5.0,23.0,night,12.073402311815224,0,0,1,0.39766483852198864,0,1,1.2307692307692308,0
hydres12del02,25.0,4.6,17.429585,78.392621,17.509585,78.472621,2022-03-23,fog,low,2,drinks,scooter,1,no,metropolitian,25,hyd,23,3,wednesday,0,15.0,23.0,night,12.293569688294705,0,1,1,1.172464008518595,0,1,1.7692307692307692,0
bangres03del02,20.0,4.7,12.979166,77.640709,13.109166,77.770709,2022-03-27,windy,low,0,meal,motorcycle,1,no,urban,19,bang,27,3,sunday,1,5.0,23.0,night,20.180908601250216,0,0,1,0.2417688746855995,0,0,2.238095238095238,0
vadres02del03,20.0,4.6,,,,,2022-03-29,windy,low,0,drinks,motorcycle,0,no,metropolitian,24,vad,29,3,tuesday,0,5.0,22.0,night,9.19301447226696,0,0,0,0.5158354002571319,1,1,2.1904761904761907,0
hydres11del03,38.0,4.5,17.430448,78.418213,17.460448,78.448213,2022-03-09,windy,low,2,buffet,electric_scooter,1,no,metropolitian,28,hyd,9,3,wednesday,0,15.0,22.0,night,4.610379843931304,0,0,1,2.9352025599061586,1,1,1.1538461538461537,0
mysres02del03,20.0,4.9,12.304569,76.643622,12.334569,76.673622,2022-03-28,cloudy,medium,2,drinks,scooter,0,no,metropolitian,10,mys,28,3,monday,0,5.0,17.0,evening,4.663600819587387,0,0,0,0.9683165245913684,0,1,2.3333333333333335,0
vadres08del01,22.0,5.0,,,,,2022-03-18,stormy,low,1,snack,motorcycle,1,no,urban,13,vad,18,3,friday,0,15.0,22.0,night,9.19301447226696,0,1,1,1.547506200771396,1,0,2.1739130434782608,0
chenres010del02,26.0,4.7,13.066762,80.251865,13.086762,80.271865,2022-03-28,stormy,low,2,drinks,scooter,1,no,metropolitian,17,chen,28,3,monday,0,15.0,9.0,morning,3.104556052438096,0,1,1,4.161400123006579,0,1,1.7407407407407407,0
mumres14del03,32.0,4.1,19.1813,72.836191,19.2713,72.926191,2022-03-27,sandstorms,jam,1,meal,motorcycle,0,no,metropolitian,36,mum,27,3,sunday,1,10.0,21.0,night,13.763778584951169,1,1,0,0.7010765023056641,1,1,1.2424242424242424,0
vadres17del02,36.0,4.6,,,,,2022-03-01,windy,jam,1,drinks,motorcycle,0,no,metropolitian,25,vad,1,3,tuesday,0,5.0,21.0,night,9.19301447226696,1,0,0,0.5158354002571319,1,1,1.2432432432432432,0
ranchires06del03,38.0,4.8,23.357804,85.325146,23.387804,85.355146,2022-03-15,windy,medium,0,meal,motorcycle,1,no,metropolitian,29,ranchi,15,3,tuesday,0,10.0,18.0,evening,4.528183776759067,0,0,1,1.9887896791325184,0,1,1.2307692307692308,0
japres19del02,27.0,4.8,26.913726,75.75282,26.933726,75.77282,2022-03-17,stormy,low,1,snack,motorcycle,0,no,metropolitian,19,jap,17,3,thursday,0,5.0,8.0,morning,2.9795000083819434,0,1,0,1.436988069537361,0,1,1.7142857142857142,0
ranchires06del02,30.0,4.6,23.357804,85.325146,23.377804,85.345146,2022-03-11,fog,low,0,buffet,motorcycle,0,no,urban,20,ranchi,11,3,friday,0,10.0,9.0,morning,3.018841258628892,0,1,0,2.841844591732585,0,0,1.4838709677419355,0
puneres07del02,29.0,4.8,18.546947,73.900626,18.626947,73.980626,2022-03-31,stormy,low,1,drinks,scooter,0,no,metropolitian,12,pune,31,3,thursday,0,15.0,22.0,night,12.256574293065658,0,1,0,1.1758642763640585,1,1,1.6,0
hydres20del02,32.0,3.9,17.483216,78.552111,17.563216,78.632111,2022-03-02,windy,medium,2,buffet,scooter,1,no,metropolitian,38,hyd,2,3,wednesday,0,10.0,18.0,evening,12.291841945089606,0,0,1,0.7817482457120799,0,1,1.1818181818181819,0
bangres20del02,21.0,4.6,12.972161,77.596014,13.102161,77.726014,2022-04-06,sunny,medium,0,drinks,motorcycle,0,no,metropolitian,20,bang,6,4,wednesday,0,5.0,17.0,evening,20.181186875221297,0,0,0,0.2417656215848346,0,1,2.090909090909091,0
bhpres19del01,31.0,3.7,,,,,2022-02-16,cloudy,low,2,buffet,motorcycle,0,no,urban,38,bhp,16,2,wednesday,0,15.0,22.0,night,9.19301447226696,0,0,0,1.547506200771396,1,0,1.15625,0
bangres19del02,34.0,4.9,12.914264,77.6784,12.964264,77.7284,2022-03-17,sunny,jam,1,snack,motorcycle,1,no,metropolitian,23,bang,17,3,thursday,0,5.0,21.0,night,7.763485791200292,1,0,1,0.605071531111538,1,1,1.4,0
indores19del02,32.0,4.8,22.745536,75.893106,22.795536,75.943106,2022-03-19,windy,jam,2,drinks,motorcycle,1,no,metropolitian,28,indo,19,3,saturday,1,10.0,21.0,night,7.562478890452318,1,0,1,1.2403133249554448,1,1,1.4545454545454546,0
indores19del02,37.0,4.8,22.745536,75.893106,22.825536,75.973106,2022-03-31,fog,jam,0,buffet,motorcycle,1,no,metropolitian,52,indo,31,3,thursday,0,5.0,22.0,night,12.099354574706966,1,1,1,0.3968457249419293,1,1,1.263157894736842,0
chenres15del02,37.0,4.8,13.026286,80.275235,13.046286,80.295235,2022-03-17,windy,high,1,buffet,motorcycle,1,no,urban,30,chen,17,3,thursday,0,5.0,11.0,morning,3.104803710518419,1,0,1,1.3870380751691285,0,0,1.263157894736842,0
hydres15del01,29.0,4.0,17.45971,78.368855,17.46971,78.378855,2022-03-01,stormy,high,0,snack,motorcycle,1,no,metropolitian,35,hyd,1,3,tuesday,0,5.0,11.0,morning,1.5367158933394087,1,1,1,2.4549324804462427,0,1,1.3333333333333333,0
japres17del01,36.0,4.7,26.892312,75.806896,26.902313,75.816896,2022-03-01,sandstorms,low,1,buffet,motorcycle,0,no,metropolitian,24,jap,1,3,tuesday,0,15.0,8.0,morning,1.4899874085578333,0,1,0,7.5377361361651385,0,1,1.2702702702702702,0
chenres13del03,21.0,4.9,13.027018,80.254791,13.117018,80.344791,2022-03-31,fog,jam,0,meal,motorcycle,1,no,metropolitian,37,chen,31,3,thursday,0,15.0,20.0,night,13.970632221184006,1,1,1,1.036582214980285,1,1,2.227272727272727,0
goares14del02,39.0,4.8,15.157944,73.950889,15.237944,74.030889,2022-02-18,stormy,jam,0,meal,motorcycle,1,no,metropolitian,39,goa,18,2,friday,0,5.0,20.0,night,12.362235031113329,1,1,1,0.3887349273205755,1,1,1.2,0
coimbres01del01,32.0,4.9,11.016298,76.972076,11.086298,77.042076,2022-03-23,cloudy,medium,2,buffet,scooter,2,no,metropolitian,37,coimb,23,3,wednesday,0,10.0,18.0,evening,10.906149360969732,0,0,1,0.8767200641978808,0,1,1.4848484848484849,0
mysres01del01,20.0,3.6,12.311072,76.654878,12.321072,76.664878,2022-03-03,sunny,high,0,meal,motorcycle,1,no,metropolitian,48,mys,3,3,thursday,0,5.0,11.0,morning,1.554543733521478,1,0,1,2.433630357154785,0,1,1.7142857142857142,0
ranchires13del03,22.0,4.7,23.374989,85.335486,23.464989,85.425486,2022-03-10,fog,jam,1,meal,scooter,2,yes,metropolitian,39,ranchi,10,3,thursday,0,5.0,20.0,night,13.582337494192409,1,1,1,0.3550546918835039,1,1,2.0434782608695654,1
hydres15del01,34.0,4.6,17.45971,78.368855,17.49971,78.408855,2022-03-21,sunny,high,1,drinks,motorcycle,0,no,metropolitian,22,hyd,21,3,monday,0,5.0,13.0,afternoon,6.146622187550208,1,0,0,0.7522618044042736,1,1,1.3142857142857143,0
vadres02del03,22.0,4.6,,,,,2022-04-03,stormy,low,1,snack,scooter,1,no,metropolitian,16,vad,3,4,sunday,1,5.0,23.0,night,9.19301447226696,0,1,1,0.5158354002571319,0,1,2.0,0
puneres14del02,30.0,4.9,18.516216,73.842527,18.646216,73.972527,2022-03-23,sunny,jam,2,snack,scooter,1,no,metropolitian,20,pune,23,3,wednesday,0,10.0,19.0,evening,19.917248415728803,1,0,1,0.48978196260257656,1,1,1.5806451612903225,0
mumres05del01,29.0,4.8,18.927584,72.832585,18.997584,72.902585,2022-03-02,sunny,jam,0,buffet,motorcycle,0,no,metropolitian,21,mum,2,3,wednesday,0,10.0,19.0,evening,10.71321076429732,1,0,0,0.8918052295815072,1,1,1.6,0
mumres010del02,31.0,4.5,19.003517,72.82765,19.023517,72.84765,2022-04-05,sunny,high,1,drinks,scooter,1,no,metropolitian,17,mum,5,4,tuesday,0,10.0,12.0,afternoon,3.060475538709063,1,0,1,2.808613594246386,1,1,1.40625,0
coimbres20del02,39.0,4.4,10.994136,76.963303,11.014136,76.983303,2022-04-05,windy,low,0,drinks,motorcycle,0,no,metropolitian,20,coimb,5,4,tuesday,0,15.0,10.0,morning,3.1162880555409944,0,0,0,4.147899661094893,0,1,1.1,0
coimbres16del02,23.0,5.0,11.010375,76.95295,11.140375,77.08295,2022-03-02,sunny,jam,0,snack,motorcycle,1,no,metropolitian,32,coimb,2,3,wednesday,0,10.0,20.0,night,20.253459166411545,1,0,1,0.4818473836007305,1,1,2.0833333333333335,0
japres15del03,25.0,4.6,26.891191,75.802083,26.951191,75.862083,2022-03-07,cloudy,medium,1,buffet,scooter,0,no,metropolitian,17,jap,7,3,monday,0,15.0,17.0,evening,8.938588654178497,0,0,0,1.5892206504157214,0,1,1.7692307692307692,0
agrres01del01,34.0,4.8,27.161661,78.011544,27.271661,78.121544,2022-02-12,fog,jam,2,meal,electric_scooter,1,no,metropolitian,38,agr,12,2,saturday,1,15.0,21.0,night,16.36832247217209,1,1,1,0.889240766219979,1,1,1.3714285714285714,0
puneres01del02,37.0,4.6,18.569156,73.774723,18.649156,73.854723,2022-03-12,windy,low,1,meal,scooter,1,no,metropolitian,22,pune,12,3,saturday,1,5.0,23.0,night,12.255817809722814,0,0,1,0.391978003651704,0,1,1.2105263157894737,0
bangres02del02,22.0,4.6,12.970221,77.645396,12.990221,77.665396,2022-03-07,sandstorms,low,2,meal,motorcycle,1,no,metropolitian,19,bang,7,3,monday,0,15.0,10.0,morning,3.1051455399287056,0,1,1,4.160719680764021,0,1,2.0,0
chenres15del01,33.0,4.2,13.026286,80.275235,13.036286,80.285235,2022-03-09,sandstorms,low,0,meal,motorcycle,0,no,metropolitian,25,chen,9,3,wednesday,0,15.0,9.0,morning,1.5524171298912166,0,1,0,7.308455859942583,0,1,1.2352941176470589,0
mysres16del01,32.0,5.0,12.316967,76.603067,12.356967,76.643067,2022-03-13,stormy,medium,1,snack,motorcycle,0,no,metropolitian,31,mys,13,3,sunday,1,5.0,15.0,afternoon,6.2179328802641525,0,1,0,0.7442765638056505,0,1,1.5151515151515151,0
mysres12del02,37.0,4.9,12.284747,76.625861,12.304747,76.645861,2022-03-07,fog,low,0,snack,motorcycle,1,no,urban,25,mys,7,3,monday,0,10.0,8.0,morning,3.109210739496908,0,1,1,2.7706888629600805,0,0,1.2894736842105263,0
indores06del01,25.0,4.7,22.728163,75.884212,22.768163,75.924212,2022-03-11,fog,high,2,buffet,scooter,1,no,metropolitian,22,indo,11,3,friday,0,15.0,14.0,afternoon,6.050438648835732,1,1,1,2.2899229813664594,1,1,1.8076923076923077,0
bangres06del02,28.0,4.9,12.979096,77.640625,13.059096,77.720625,2022-03-25,sunny,medium,1,buffet,scooter,0,no,metropolitian,15,bang,25,3,friday,0,5.0,18.0,evening,12.419634114062012,0,0,0,0.38700786383399904,0,1,1.6896551724137931,0
dehres09del01,39.0,4.7,30.332735,78.054222,30.402735,78.124222,2022-02-16,windy,low,1,buffet,motorcycle,1,no,metropolitian,26,deh,16,2,wednesday,0,5.0,23.0,night,10.280368205885216,0,0,1,0.46380605045293366,0,1,1.175,0
japres13del02,20.0,4.8,26.846156,75.8023,26.866156,75.8223,2022-03-11,sunny,low,0,meal,motorcycle,1,no,metropolitian,19,jap,11,3,friday,0,10.0,8.0,morning,2.980289542200211,0,0,1,2.873324152701985,0,1,2.2857142857142856,0
chenres010del02,37.0,4.7,13.066762,80.251865,13.146762,80.331865,2022-03-23,stormy,low,2,snack,electric_scooter,1,no,metropolitian,17,chen,23,3,wednesday,0,15.0,23.0,night,12.417487520918897,0,1,1,1.1612165272626453,0,1,1.236842105263158,0
coimbres09del02,28.0,5.0,11.008638,76.984311,11.058638,77.034311,2022-03-24,fog,jam,2,buffet,motorcycle,1,no,urban,21,coimb,24,3,thursday,0,5.0,21.0,night,7.790336733567704,1,1,1,0.6031118108574434,1,0,1.7241379310344827,0
ranchires14del01,36.0,4.6,,,,,2022-03-30,windy,low,2,snack,electric_scooter,0,no,metropolitian,23,ranchi,30,3,wednesday,0,5.0,8.0,morning,9.19301447226696,0,0,0,0.5158354002571319,0,1,1.2432432432432432,0
mysres13del03,20.0,4.7,12.310972,76.659264,12.340972,76.689264,2022-03-30,sunny,jam,1,drinks,motorcycle,0,no,urban,17,mys,30,3,wednesday,0,5.0,20.0,night,4.663545220952834,1,0,0,0.9683269509698117,1,0,2.238095238095238,0
coimbres05del01,32.0,4.6,11.022169,76.999594,11.032169,77.009594,2022-03-09,sandstorms,low,1,snack,scooter,0,no,metropolitian,27,coimb,9,3,wednesday,0,15.0,10.0,morning,1.5580841994904555,0,1,0,7.288331548200861,0,1,1.393939393939394,0
bangres06del03,30.0,4.4,12.979096,77.640625,13.009096,77.670625,2022-03-05,windy,jam,2,meal,scooter,1,no,metropolitian,33,bang,5,3,saturday,1,10.0,21.0,night,4.657591594952301,1,0,1,1.9388894634051541,1,1,1.4193548387096775,0
mumres010del01,21.0,4.6,19.003517,72.82765,19.113517,72.93765,2022-03-06,windy,jam,1,snack,scooter,0,no,metropolitian,22,mum,6,3,sunday,1,10.0,21.0,night,16.830461294557434,1,0,0,0.5770186857715358,1,1,2.090909090909091,0
bangres09del01,23.0,4.7,12.934179,77.615797,12.974179,77.655797,2022-03-07,windy,high,2,buffet,electric_scooter,0,no,urban,22,bang,7,3,monday,0,15.0,14.0,afternoon,6.210607623190057,1,0,0,2.2352670342643832,1,0,1.9583333333333333,0
bhpres11del02,27.0,4.8,23.233219,77.433571,23.253219,77.453571,2022-02-11,sunny,low,2,meal,scooter,1,no,urban,24,bhp,11,2,friday,0,10.0,9.0,morning,3.0201353609999835,0,0,1,2.84079984843516,0,0,1.7142857142857142,0
vadres15del01,35.0,4.9,,,,,2022-03-04,windy,medium,0,meal,motorcycle,1,no,metropolitian,38,vad,4,3,friday,0,5.0,19.0,evening,9.19301447226696,0,0,1,0.5158354002571319,1,1,1.3611111111111112,0
alhres09del03,21.0,4.9,,,,,2022-02-15,stormy,jam,2,snack,electric_scooter,1,no,metropolitian,27,alh,15,2,tuesday,0,5.0,21.0,night,9.19301447226696,1,1,1,0.5158354002571319,1,1,2.227272727272727,0
vadres07del02,33.0,4.5,,,,,2022-03-23,stormy,medium,1,meal,motorcycle,1,no,urban,28,vad,23,3,wednesday,0,15.0,17.0,evening,9.19301447226696,0,1,1,1.547506200771396,0,0,1.3235294117647058,0
chenres09del01,28.0,5.0,13.044694,80.26147,13.154694,80.37147,2022-03-20,stormy,jam,1,buffet,scooter,0,no,urban,17,chen,20,3,sunday,1,5.0,21.0,night,17.074283280249404,1,1,0,0.28450662369936736,1,0,1.7241379310344827,0
ranchires13del03,25.0,4.1,23.374989,85.335486,23.464989,85.425486,2022-03-04,windy,jam,0,buffet,motorcycle,1,no,urban,34,ranchi,4,3,friday,0,15.0,19.0,evening,13.582337494192409,1,0,1,1.0651640756505116,1,0,1.5769230769230769,0
hydres010del02,27.0,4.6,17.428294,78.404423,17.508294,78.484423,2022-03-23,cloudy,jam,2,buffet,motorcycle,1,no,metropolitian,39,hyd,23,3,wednesday,0,5.0,19.0,evening,12.29361121840287,1,0,1,0.39082006750430165,1,1,1.6428571428571428,0
bangres03del02,28.0,4.8,12.979166,77.640709,13.059166,77.720709,2022-03-18,windy,medium,1,snack,motorcycle,1,no,metropolitian,17,bang,18,3,friday,0,15.0,17.0,evening,12.419632405531052,0,0,1,1.1610237450392409,0,1,1.6551724137931034,0
surres01del03,27.0,5.0,21.186438,72.794115,21.246438,72.854115,2022-03-01,stormy,medium,2,meal,motorcycle,0,no,metropolitian,29,sur,1,3,tuesday,0,15.0,17.0,evening,9.121049806498666,0,1,0,1.559081420602152,0,1,1.7857142857142858,0
